"FarmID","FarmScaleID","SpeciesID","Certification","DiseaseID","DiseaseDiagnosis","SubstanceUsed","SubstanceCategory","Location","Disease","DiseaseSigns","AffectPart","Agent","Cause"
"2-2-064-02","Small","Penaeus monodon","No certification","EMS","Other farmers experience","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-064-02","Small","Penaeus monodon","No certification","EMS","Shrimp behaviour","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-064-03","Small","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-064-03","Small","Penaeus monodon","No certification","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-064-03","Small","Penaeus monodon","No certification","EMS","Mortality rate","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-064-03","Small","Penaeus monodon","No certification","EMS","Mortality rate","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-064-03","Small","Penaeus monodon","No certification","EMS","Mortality rate","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-065-01","Small","Penaeus monodon","Don’t know","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-065-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-065-01","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-065-01","Small","Penaeus monodon","Don’t know","EMS","PHP/Feed company technician","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-065-01","Small","Penaeus monodon","Don’t know","EMS","PHP/Feed company technician","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-065-01","Small","Penaeus monodon","Don’t know","EMS","PHP/Feed company technician","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-065-01","Small","Penaeus monodon","Don’t know","EMS","PHP/Feed company technician","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-065-01","Small","Penaeus monodon","Don’t know","EMS","PHP/Feed company technician","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-066-01","Small","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-066-01","Small","Penaeus monodon","No certification","Black gill","Experience","Calmag","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-066-01","Small","Penaeus monodon","No certification","Black gill","Experience","pH Fixer","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-066-01","Small","Penaeus monodon","No certification","Black gill","Experience","Soda mix","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-066-01","Small","Penaeus monodon","No certification","Black gill","Experience","Super Biotic","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-066-01","Small","Penaeus monodon","No certification","Black gill","Experience","Super PS","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-067-01","Medium","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-067-01","Medium","Penaeus monodon","No certification","WSSV","Experience","Calmag","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-067-01","Medium","Penaeus monodon","No certification","WSSV","Experience","K-Max","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-067-01","Medium","Penaeus monodon","No certification","WSSV","Experience","Mutagen","Immunostimulant, Feed additive","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-067-01","Medium","Penaeus monodon","No certification","WSSV","Experience","Soda mix","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-067-01","Medium","Penaeus monodon","No certification","WSSV","Experience","Super PS","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-067-01","Medium","Penaeus monodon","No certification","WSSV","Experience","Zymetin","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-068-01","Medium","Penaeus monodon","Don’t know","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-068-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-068-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-068-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-068-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-068-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-068-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-069-01","Small","Penaeus monodon","Don’t know","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-069-01","Small","Penaeus monodon","Don’t know","Black gill","Experience","Calmag","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-069-01","Small","Penaeus monodon","Don’t know","Antenna broken","Experience","K-Max","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-069-01","Small","Penaeus monodon","Don’t know","EMS","Experience","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-069-01","Small","Penaeus monodon","Don’t know","EMS","Experience","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-069-01","Small","Penaeus monodon","Don’t know","EMS","Experience","Sea Max","Trace minerals","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-069-01","Small","Penaeus monodon","Don’t know","EMS","Experience","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-069-01","Small","Penaeus monodon","Don’t know","EMS","Experience","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-069-01","Small","Penaeus monodon","Don’t know","EMS","Experience","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-069-01","Small","Penaeus monodon","Don’t know","EMS","Experience","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","EMS","Experience","A. Soil","Mineral elements","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","Black gill","Other farmers experience","Bio-trim","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","EMS","Experience","Blue Mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","Antenna broken","Mortality rate","Calmag","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-070-01","Large","Penaeus monodon","No certification","Soft shell syndrome","PHP/Feed company technician","DCP Plus","Immunostimulant","Khulna","Loose shell","Abdominal weakness between shell and muscle","Body","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","WSSV","Shrimp behaviour","Exorich","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","EMS","Experience","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","EMS","Experience","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","EMS","Experience","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","EMS","Experience","Pro-W","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","EMS","Experience","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","EMS","Experience","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","EMS","Experience","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","EMS","Experience","Viva Soil","Unknown","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-070-01","Large","Penaeus monodon","No certification","EMS","Experience","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-071-01","Medium","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-071-01","Medium","Penaeus monodon","No certification","Black gill","Shrimp behaviour","Bio-trim","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-071-01","Medium","Penaeus monodon","No certification","Soft shell syndrome","Mortality rate","Calmag","Immunostimulant","Khulna","Loose shell","Abdominal weakness between shell and muscle","Body","Bacteria","Infectious"
"2-2-071-01","Medium","Penaeus monodon","No certification","Antenna broken","PHP/Feed company technician","Exorich","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-071-01","Medium","Penaeus monodon","No certification","EMS","PHP/Feed company technician","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-071-01","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Mutagen","Immunostimulant, Feed additive","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-071-01","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","pH Fixer","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-071-01","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Polgard plus","Water sanitizer","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-071-01","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Pro-W","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-071-01","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Sea Max","Trace minerals","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-071-01","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Soda mix","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
