"FarmID","FarmScaleID","SpeciesID","DiseaseID","DiseaseDiagnosis","SubstanceUsed","SubstanceCategory","Location","Disease","DiseaseSigns","AffectPart","Agent","Cause"
"88-369","Large","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Chittagong","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-369","Large","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-370","Medium","Penaeus monodon","Black Gill Disease","Own experience","Calcium carbonate","Water and sediment","Chittagong","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-370","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Chittagong","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-370","Medium","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Own experience","Calcium carbonate","Water and sediment","Chittagong","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-370","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-370","Medium","Penaeus monodon","Necrosis of appendages","Own experience","Calcium carbonate","Water and sediment","Chittagong","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"88-370","Medium","Penaeus monodon","Necrotising hepatopancreditis Bacterium (NHPB)","Own experience","Calcium carbonate","Water and sediment","Chittagong","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-370","Medium","Penaeus monodon","Pale Gill and Liver","Own experience","Calcium carbonate","Water and sediment","Chittagong","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-370","Medium","Penaeus monodon","Vibrosis","Own experience","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-370","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-370","Medium","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Chittagong","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-371","Large","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-371","Large","Penaeus monodon","Pale Gill and Liver","Own experience","Calcium carbonate","Water and sediment","Chittagong","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-371","Large","Penaeus monodon","Vibrosis","Own experience","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-372","Large","Penaeus monodon","Brown Spot Disease","Other research facility","Calcium oxide","Water and sediment","Chittagong","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-372","Large","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","University","Calcium oxide","Water and sediment","Chittagong","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-372","Large","Penaeus monodon","Taura Syndrome Virus (TSV)","Professional diagnostic service","Calcium oxide","Water and sediment","Chittagong","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-372","Large","Penaeus monodon","Vibrosis","Other research facility","Calcium oxide","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-373","Large","Penaeus monodon","Brown Spot Disease","Other research facility","Calcium carbonate","Water and sediment","Chittagong","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-373","Large","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","University","Calcium carbonate","Water and sediment","Chittagong","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-373","Large","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Professional diagnostic service","Calcium carbonate","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-373","Large","Penaeus monodon","Vibrosis","Other research facility","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-374","Large","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Professional diagnostic service","Zeolite","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-374","Large","Penaeus monodon","Vibrosis","Other research facility","Zeolite","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-374","Large","Penaeus monodon","Vibrosis","University","Zeolite","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-375","Large","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Chittagong","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-375","Large","Penaeus monodon","Vibrosis","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-376","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Professional diagnostic service","Zeolite","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-376","Medium","Penaeus monodon","Pale Gill and Liver","Other research facility","Zeolite","Water and sediment","Chittagong","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-376","Medium","Penaeus monodon","Pale Gill and Liver","Own experience","Zeolite","Water and sediment","Chittagong","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-376","Medium","Penaeus monodon","Vibrosis","University","Zeolite","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-377","Large","Penaeus monodon","Taura Syndrome Virus (TSV)","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Chittagong","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-377","Large","Penaeus monodon","WSSV","Own experience","Zeolite","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-377","Large","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Zeolite","Water and sediment","Chittagong","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-378","Large","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-378","Large","Penaeus monodon","Yellow Head Virus (YHV)","Farm(s) employ trained health specialist(s)","Zeolite","Water and sediment","Chittagong","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-379","Medium","Penaeus monodon","Black Gill Disease","Own experience","Calcium carbonate","Water and sediment","Chittagong","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-379","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Chittagong","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-379","Medium","Penaeus monodon","Taura Syndrome Virus (TSV)","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Chittagong","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-379","Medium","Penaeus monodon","Vibrosis","Own experience","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-379","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-380","Large","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Chittagong","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-380","Large","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Own experience","Calcium carbonate","Water and sediment","Chittagong","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-380","Large","Penaeus monodon","Vibrosis","Own experience","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-380","Large","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-381","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-381","Medium","Penaeus monodon","Necrotising hepatopancreditis Bacterium (NHPB)","Own experience","Calcium carbonate","Water and sediment","Chittagong","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-381","Medium","Penaeus monodon","Vibrosis","Own experience","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-381","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-382","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Oxygen supply agent","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-382","Medium","Penaeus monodon","Necrotising hepatopancreditis Bacterium (NHPB)","Own experience","Oxygen supply agent","Water and sediment","Chittagong","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-382","Medium","Penaeus monodon","Taura Syndrome Virus (TSV)","Own experience","Zeolite","Water and sediment","Chittagong","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-383","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-383","Medium","Penaeus monodon","Necrotising hepatopancreditis Bacterium (NHPB)","Own experience","Calcium oxide","Water and sediment","Chittagong","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-384","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Chittagong","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-384","Medium","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Own experience","Calcium carbonate","Water and sediment","Chittagong","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-384","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-384","Medium","Penaeus monodon","Vibrosis","Own experience","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-384","Medium","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Chittagong","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-385","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Chittagong","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-385","Medium","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Own experience","Calcium carbonate","Water and sediment","Chittagong","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
